-DOCSTART- -X- O O
Professional	O
Summary	O
:	O

6	B-EXP
+	I-EXP
years	I-EXP
of	O
robust	O
and	O
diverse	O
experience	O
in	O
Manual	O
and	O
Automation	O
testing	O
with	O
Windows	O
and	O
Web	O
-	O
based	O
applications	O
.	O
Experience	O
in	O
Publishing	O
&	O
healthcare	B-DOMAIN
industry	O
.	O

Core	B-DOMAIN
skills	I-DOMAIN
:	O
Functionality	B-HARDSKILLS
testing	I-HARDSKILLS
,	O
GUI	B-HARDSKILLS
testing	I-HARDSKILLS
,	O
UAT	B-HARDSKILLS
,	O
Integration	B-HARDSKILLS
testing	I-HARDSKILLS
,	O
System	B-HARDSKILLS
testing	I-HARDSKILLS
,	O
End	B-HARDSKILLS
to	I-HARDSKILLS
End	I-HARDSKILLS
testing	I-HARDSKILLS
,	O
Smoke	B-HARDSKILLS
testing	I-HARDSKILLS
,	O
Sanity	B-HARDSKILLS
testing	I-HARDSKILLS
,	O
Data	B-HARDSKILLS
-	I-HARDSKILLS
Driven	I-HARDSKILLS
testing	I-HARDSKILLS
,	O
Regression	B-HARDSKILLS
testing	I-HARDSKILLS
,	I-HARDSKILLS
Performance	I-HARDSKILLS
testing	O
.	O

Building	O
robust	O
,	O
scalable	O
,	O
and	O
high	O
-	O
quality	O
test	O
automation	O
solutions	O
for	O
functional	O
,	O
regression	O
and	O
performance	O
testing	O
.	O

Acting	O
as	O
liaison	O
with	O
business	O
(	O
hospital	O
departments	O
in	O
municipality	O
system	O
of	O
Delhi	O
)	O
to	O
evaluate	O
as	O
well	O
as	O
consolidate	O
requirements	O

Development	O
of	O
Test	O
Strategies	O
,	O
Test	O
Plans	O
,	O
Test	O
Cases	O
(	O
Manual	O
/	O
Automated	O
)	O
,	O
Defect	O
Reports	O
and	O
developing	O
Test	O
Scripts	O
,	O
Traceability	O
Matrices	O
and	O
Test	O
Environments	O
.	O

Defect	B-SOFTSKILLS
management	I-SOFTSKILLS
,	O
including	O
Defect	B-SOFTSKILLS
creation	I-SOFTSKILLS
,	O
modification	B-SOFTSKILLS
,	O
tracking	B-SOFTSKILLS
,	O
reporting	O
using	O
industry	O
standard	O
tools	O
like	O
Rally	B-HARDSKILLS
.	O

Experience	O
in	O
building	O
test	O
automation	O
utilizing	O
Java	B-HARDSKILLS
.	O

Experience	O
on	O
Selenium	O
IDE	O
and	O
creating	O
Scripts	O
in	O
Selenium	O
by	O
using	O
Java	B-HARDSKILLS

Execution	O
of	O
Performance	O
Testing	B-DOMAIN
Life	I-DOMAIN
Cycle	I-DOMAIN
I.e.	O
Scripting	B-HARDSKILLS
,	O
Design	B-HARDSKILLS
of	I-HARDSKILLS
Scenarios	I-HARDSKILLS
,	O
execution	B-HARDSKILLS
,	O
Performance	B-HARDSKILLS
Monitoring	I-HARDSKILLS
and	O
Performance	B-HARDSKILLS
Analysis	I-HARDSKILLS
.	O

Worked	O
in	O
multiple	O
development	B-DOMAIN
methodologies	I-DOMAIN
:	O
Waterfall	B-HARDSKILLS
Model	I-HARDSKILLS
