-DOCSTART- -X- O O
SUMMARY	O

8	B-EXP
+	I-EXP
years	I-EXP
of	O
IT/	O
BI	O
experience	O
with	O
Tableau	O
and	O
OBIEE	O
in	O
the	O
field	O
of	O
Business	O
/	O
Data	B-SOFT SKILL
analysis	I-SOFT SKILL
,	O
Report	O
Development	O
,	O
ETL	O
Development	O
and	O
Data	O
Modeling	O
.	O

Have	O
strong	B-SOFT SKILL
experience	I-SOFT SKILL
in	I-SOFT SKILL
Business	I-SOFT SKILL
Intelligence	I-SOFT SKILL
,	O
Data	O
Warehousing	O
and	O
Data	O
Mining	O
applications	O
in	O
Entertainment	O
,	O
Health	O
Care	O
and	O
Financial	O
industries	O
.	O

4	B-EXP
+	I-EXP
years	I-EXP
of	O
solid	O
experience	O
working	O
with	O
Tableau	B-HARD SKILL
Desktop	I-HARD SKILL
,	O
Server	B-HARD SKILL
,	O
Reader	O
,	O
Online	B-HARD SKILL
,	O
Public	B-HARD SKILL
,	O
and	O
Mobile	O
in	O
different	O
versions	O
of	O
Tableau	B-HARD SKILL
9.x	I-HARD SKILL
,	I-HARD SKILL
8.x	I-HARD SKILL
,	I-HARD SKILL
and	I-HARD SKILL
7.x	I-HARD SKILL

In	O
depth	O
knowledge	O
of	O
SDLC	O
phases	O
such	O
as	O
Requirement	B-SOFT SKILL
analysis	I-SOFT SKILL
,	O
design	B-SOFT SKILL
,	O
development	B-SOFT SKILL
,	O
implementation	O
,	O
deployment	B-SOFT SKILL
and	O
maintenance	B-SOFT SKILL
with	O
strong	O
understanding	O
of	O
methodologies	O
like	O
Waterfall	B-HARD SKILL
,	O
Iterative	B-HARD SKILL
&	I-HARD SKILL
Incremental	I-HARD SKILL
,	O
Evolutionary	B-HARD SKILL
prototyping	I-HARD SKILL
and	I-HARD SKILL
Agile	I-HARD SKILL
.	O

Excellent	B-SOFT SKILL
understanding	I-SOFT SKILL
of	I-SOFT SKILL
Business	I-SOFT SKILL
Requirements	I-SOFT SKILL
Gathering	I-SOFT SKILL
,	O
Translating	B-SOFT SKILL
Requirements	I-SOFT SKILL
into	I-SOFT SKILL
