-DOCSTART- -X- O O

Professional	O
Summary	O

Very	O
good	O
IT	O
experience	O
in	O
Analysis	B-SOFT SKILL
,	O
Design	B-SOFT SKILL
,	O
and	O
Development	B-SOFT SKILL
of	O
iPhone	O
/	O
iPad	O
applications	O
with	O
Xcode	O
.	O
Good	O
experience	O
in	O
mobile	B-SOFT SKILL
application	I-SOFT SKILL
development	I-SOFT SKILL
,	O
testing	B-SOFT SKILL
iPhone	I-SOFT SKILL
/	O
iPad	B-SOFT SKILL
applications	I-SOFT SKILL
and	O
have	O
extensive	O
knowledge	O
of	O
requirements	O
gathering	B-SOFT SKILL
and	O
documentation	B-SOFT SKILL
.	O
Skilled	O
at	O
progressing	O
from	O
problem	O
statement	O
to	O
well	O
-	O
documented	O
designs	O
.	O

Developing	O
applications	O
oniOS	O
(	O
iPhone	O
/	O
iPad	O
)	O
platform	O
(	O
Cocoa	O
touch	O
framework	O
)	O
with	O
maximum	O
efficiency	O
and	O
low	O
bug	O
rate	O
.	O

Has	O
worked	O
on	O
various	O
b2c	O
(	O
business	O
to	O
development	O
model	O
)	O
development	O
Platforms	O
.	O

Proficient	O
in	O
object	O
oriented	O
programming	O
in	O
Objective	O
-	O
C	O
&	O
iOS	O
SDK	O
4.0	O
and	O
above	O
versions	O
.	O

Good	O
knowledge	O
onApple	O
push	O
notifications	O
.	O

Goodknowledgeon	O
Static	O
Libraries	O
and	O
Framework	O
development	O
.	O

Good	O
knowledge	O
on	O
design	O
patterns	O
like	O
MVC	B-HARD SKILL
,	O
Singleton	B-HARD SKILL
,	O
KVO	B-HARD SKILL
&	I-HARD SKILL
KVC	I-HARD SKILL
,	O
Observer	B-HARD SKILL
,	O
Target	B-HARD SKILL
-	I-HARD SKILL
Actionand	I-HARD SKILL
Facade	I-HARD SKILL
.	O

Good	O
Knowledge	O
on	O
Developing	O
App	O
for	O
Supporting	O
Offline	O
Mode	O
functionality	O
using	O
Core	O
Data	O
.	O

Excellent	O
experience	O
in	O
integrating	O
services	O
like	O
Json	B-HARD SKILL
,	O
Xml	B-HARD SKILL
,	O
and	O
third	B-HARD SKILL
-	I-HARD SKILL
party	I-HARD SKILL
IOS	I-HARD SKILL
frameworks	I-HARD SKILL
.	O

Good	O
knowledge	O
on	O
App	O
Distribution(Ad	O
-	O
hoc	O
,	O
Drop	O
box	O
and	O
Appaloosa	O
-	O
Store	O
)	O
and	O
Deployment	O
/	O
Updates	O
to	O
App	O
Store	O
,	O
andApp	O
Store	O
Guide	O
lines	O
.	O

Have	O
Knowledge	O
of	O
file	O
sharing	O
sites	O
like	O
Github	B-HARD SKILL
,	O
Drop	B-HARD SKILL
box	I-HARD SKILL
.	O

iOS	O
App	O
Analytics	O
:	O
Worked	O
extensively	O
on	O
flurry	O
analytics	O
.	O

Experience	O
of	O
SDLC(Agile	B-HARD SKILL
,	O
RUP	B-HARD SKILL
,	B-HARD SKILL
Iterative	I-HARD SKILL
,	O
SCRUM	B-HARD SKILL
)	O
including	O
SRS	O
,	O
Design	B-SOFT SKILL
&	O
