-DOCSTART- -X- O O
Summary	O
-	O

Functional	O
Consultant	O
with	B-EXP
8.9	I-EXP
years	I-EXP
ofITexperienceand	O
expertise	O
in	O
the	O
implementation	O
of	O
Oracle	B-HARD SKILL
Financial	O
/	O
System	O
Administrator	O
solutions	O
for	O
large	O
organizations	O
and	O
complex	O
business	O
processes	O
,	O
background	O
includes	O
experience	O
in	O
implementation	O
of	O
projects	O
for	O
domestic	O
and	O
overseas	O
clients	O
.	O
Expertise	O
covers	O
the	O
requirements	O
gathering	O
and	O
analysis	O
,	O
documentation	B-HARD SKILL
of	I-HARD SKILL
functional	I-HARD SKILL
design	I-HARD SKILL
,	O
communication	B-SOFT SKILL
with	I-SOFT SKILL
key	I-SOFT SKILL
stakeholders	I-SOFT SKILL
including	O
technical	O
resources	O
and	O
users	O
,	O
the	B-HARD SKILL
supervision	I-HARD SKILL
of	I-HARD SKILL
functional	I-HARD SKILL
work	I-HARD SKILL
,	O
testing	B-HARD SKILL
,	O
change	B-HARD SKILL
management	I-HARD SKILL
,	O
configuration	B-HARD SKILL
,	O
implementation	B-HARD SKILL
and	I-HARD SKILL
post	I-HARD SKILL
implementation	I-HARD SKILL
support	I-HARD SKILL
.	O

Extensively	O
worked	O
as	O
an	O
Oracle	B-HARD SKILL
E	B-HARD SKILL
-	I-HARD SKILL
Business	I-HARD SKILL
Suite	O
R12	O
Oracle	B-HARD SKILL
Financial	O
Suite	O
Expert	O
.	O
Extensive	O
experience	O
with	O
the	O
modules	O
of	O
AR	B-LOCATION
,	O
Advance	B-HARD SKILL
Collections	I-HARD SKILL
,	O
e	B-HARD SKILL
-	I-HARD SKILL
Business	I-HARD SKILL
Tax	O
,	O
Project	B-HARD SKILL
Costing	I-HARD SKILL
,	O
Project	B-HARD SKILL
Billing	I-HARD SKILL
,	O
Oracle	B-HARD SKILL
Time	I-HARD SKILL
and	I-HARD SKILL
Labor	O
,	O
Deductions	B-HARD SKILL
Settlement	I-HARD SKILL
,	O
AP	B-HARD SKILL
,	O
GL	B-HARD SKILL
,	O
Sub	B-HARD SKILL
Ledger	I-HARD SKILL
Accounting	I-HARD SKILL
,	O
Fixed	B-HARD SKILL
Assets	I-HARD SKILL
,	O
Cash	B-HARD SKILL
Management	I-HARD SKILL
,	B-HARD SKILL
i	I-HARD SKILL
-	I-HARD SKILL
Expense	I-HARD SKILL
ModulesWorked	O
with	O
clients	O
in	O
Manufacturing	O
sectors	O
,	O
Telecommunications	O
sectors	O
and	O
Service	O
Industries	O
Sector	O
.	O

Good	O
insight	O
to	O
various	O
complex	O
business	O
processes	O
,	O
accounting	O
systems	O
and	O
practices	O
.	O
This	O
has	O
proven	O
to	O
be	O
extremely	O
advantageous	O
in	O
the	O
work	O
as	O
Oracle	B-HARD SKILL
Application	O
Functional	O
consultant	O
by	O
helping	O
communicate	O
with	O
the	O
Finance	O
and	O
accounting	O
Stakeholders	O
at	O
the	O
same	O
wavelength	O
.	O
This	O
experience	O
has	O
also	O
been	O
a	O
good	O
base	O
to	O
understand	O
the	O
integrations	O
and	O
relationships	O
of	O
the	O
systems	O
under	O
implementation	O
with	O
the	O
overall	O
organizational	O
Finance	O
and	O
accounting	O
system	O
.	O

SUMMARY	O
OF	O
PROFILE	O

Strong	O
knowledge	O
in	O
Oracle	B-HARD SKILL
financial	O
modules	O
(	O
i.e.	O
AR	B-LOCATION
,	O
Deductions	B-HARD SKILL
Settlement	I-HARD SKILL
,	O
e	B-HARD SKILL
-	I-HARD SKILL
Business	I-HARD SKILL
Tax	O
,	O
AP	B-HARD SKILL
,	O
GL	B-HARD SKILL
,	O
Sub	B-HARD SKILL
Ledger	I-HARD SKILL
Accounting	I-HARD SKILL
,	O
Fixed	B-HARD SKILL
Assets	I-HARD SKILL
,	O
Project	B-HARD SKILL
Costing	I-HARD SKILL
,	O
Project	B-HARD SKILL
Billing	I-HARD SKILL
,	O
Oracle	B-HARD SKILL
Time	I-HARD SKILL
and	I-HARD SKILL
Labor	O
,	O
Cash	B-HARD SKILL
Management	I-HARD SKILL
,	B-HARD SKILL
i	I-HARD SKILL
-	I-HARD SKILL
Expense	I-HARD SKILL
)	O
in	O
R11i	O
/	O
R12	O
environment	O
.	O

Sound	O
knowledge	O
and	O
experience	O
on	O
other	O
modules	O
like	O
Purchasing	O
,	O
Inventory	B-HARD SKILL
,	O
Order	B-HARD SKILL
Management	I-HARD SKILL
and	I-HARD SKILL
System	I-HARD SKILL
Administration	I-HARD SKILL
.	I-HARD SKILL

Extensively	O
worked	O
on	O
various	O
business	O
flows	O
such	O
as	O
Order	O
to	O
Cash	O
(	O
O2C	O
)	O
,	O
Procure	O
to	O
Pay	O
(	O
P2P)and	O
FA	O
to	O
GL	B-HARD SKILL
on	O
Oracle	B-HARD SKILL
e	O
Business	O
suite	O
in	O
R11i	O
/	O
R12	O
.	O

Worked	O
on	O
Localizations	O
for	O
Latin	B-LOCATION
America	I-LOCATION
(	I-LOCATION
Brazil	I-LOCATION
,	I-LOCATION
Argentina	I-LOCATION
