-DOCSTART- -X- O O
PROFILE	O

Seven	B-EXP
Years	I-EXP
of	O
extensive	O
IT	O
experience	O
in	O
software	B-SOFT SKILL
requirement	I-SOFT SKILL
analysis	I-SOFT SKILL
,	O
development	B-SOFT SKILL
,	O
deployment	B-SOFT SKILL
and	O
production	B-SOFT SKILL
support	O
of	O
complex	O
high	O
performance	O
applications	O
in	O
Healthcare	O
and	O
Training	O
industries	O
including	O
three	B-EXP
Years	I-EXP
of	O
excellent	O
experience	O
on	O
IT	B-DOMAIN
Infrastructure	I-DOMAIN
Library	I-DOMAIN
,	O
ServiceNow	B-DOMAIN
Administration	I-DOMAIN
and	O
ServiceNow	B-DOMAIN
Development	I-DOMAIN
.	O

Experienced	O
in	O
supporting	O
the	O
Technical	O
and	O
System	O
Architects	O
to	O
design	O
the	O
Application	O
and	O
System	O
.	O

Supporting	O
the	O
Development	O
Team	O
to	O
Implement	O
and	O
in	O
Unit	O
testing	O
the	O
application	O
.	O

Good	O
experience	O
in	O
supporting	O
Testing	O
Team	O
on	O
drafting	O
Test	O
Plans	O
.	O

PROFESSIONAL	O
SUMMARY	O

A	O
Qualified	B-ROLE
IT	I-ROLE
Professional	I-ROLE
with	O
7	B-EXP
+	I-EXP
years	I-EXP
of	O
experience	O
including	O
3	B-EXP
+	I-EXP
years	I-EXP
of	O
experience	O
as	O
a	O
ServiceNow	O
suite	O
developer	O
and	O
administrator	O
in	O
Designing	B-SOFT SKILL
,	O
Configuring	B-SOFT SKILL
,	O
Administering	B-SOFT SKILL
,	O
Scripting	B-SOFT SKILL
,	O
Customization	B-SOFT SKILL
,	O
Deployment	B-SOFT SKILL
and	O
Integration	B-SOFT SKILL
of	O
the	O
ServiceNow	O
ITSM	O
platform	O
,	O
used	O
in	O
ITIL	O
Management	O
delivering	O
medium	O
to	O
large	O
-	O
scale	O
ServiceNow	O
implementations	O
.	O

Proficiency	O
in	O
following	O
SDLC	O
,	O
which	O
includes	O
involving	O
in	O
Requirements	B-SOFT SKILL
gathering	I-SOFT SKILL
,	O
Analysis	B-SOFT SKILL
,	O
designing	B-SOFT SKILL
Technical	I-SOFT SKILL
Design	I-SOFT SKILL
Document	I-SOFT SKILL
(	I-SOFT SKILL
TDD	I-SOFT SKILL
)	O
,	O
Unit	B-SOFT SKILL
Test	I-SOFT SKILL
Plans	I-SOFT SKILL
(	I-SOFT SKILL
UTP	I-SOFT SKILL
)	O
and	O
performing	B-SOFT SKILL
Development	I-SOFT SKILL
Testing	I-SOFT SKILL
like	O
Unit	O
,	O
Integration	O
,	O
Regression	O
and	O
System	O
testing	O
.	O

Experience	O
in	O
Implementation	B-SOFT SKILL
of	I-SOFT SKILL
Workflow	I-SOFT SKILL
,	O
Incident	B-SOFT SKILL
Management	I-SOFT SKILL
,	O
Problem	B-SOFT SKILL
