-DOCSTART- -X- O O
CAREER	O
SUMMARY	O

6	B-EXP
+	I-EXP
years	I-EXP
of	O
consistent	O
experience	O
in	O
Finance	B-HARD SKILL
,	O
Banking	B-HARD SKILL
,	O
IT	B-HARD SKILL
and	O
a	O
seasoned	O
QA	B-HARD SKILL
Analyst	I-HARD SKILL
with	O
an	O
added	O
advantage	O
of	O
different	O
methodologies	O
.	O

Extensive	O
knowledge	O
of	O
SDLC	B-DOMAIN
(	O
Software	O
Development	O
Life	O
Cycle	O
)	O
including	O
Waterfall	B-HARD SKILL
,	O
Agile	B-HARD SKILL
-Scrum	I-HARD SKILL
and	O
RUP	B-HARD SKILL
methodologies	I-HARD SKILL
.	O

Good	O
Experience	O
in	O
testing	O
of	O
Mobile	O
and	O
Web	B-HARD SKILL
Based	I-HARD SKILL
Application	I-HARD SKILL
.	O

Good	O
understanding	O
on	O
Manual	O
and	O
Automation	O
testing	O
using	O
testing	B-DOMAIN
tools	I-DOMAIN
such	O
as	O
HP	B-HARD SKILL
Quality	I-HARD SKILL
Center	I-HARD SKILL
,	O
UFT	B-HARD SKILL
/	I-HARD SKILL
QTP	I-HARD SKILL
and	O
Load	B-HARD SKILL
Runner	I-HARD SKILL
.	O

Performed	O
Device	B-HARD SKILL
testing	I-HARD SKILL
to	O
ensure	O
the	O
customer	O
is	O
provided	O
with	O
a	O
high	O
security	O
to	O
make	O
any	O
kind	O
of	O
transaction	O
in	O
order	O
to	O
prevent	O
from	O
fraud	O
activity	O
.	O

Good	O
knowledge	O
of	O
testing	B-HARD SKILL
mainframe	I-HARD SKILL
system	I-HARD SKILL
,	O
Mainframe	B-HARD SKILL
Tools	I-HARD SKILL
,	O
and	O
testing	B-HARD SKILL
Mainframe	I-HARD SKILL
environment	I-HARD SKILL
.	O

Knowledge	O
of	O
Software	B-HARD SKILL
testing	I-HARD SKILL
,	O
User	B-HARD SKILL
Acceptance	I-HARD SKILL
Testing	I-HARD SKILL
,	O
and	O
Mainframe	B-HARD SKILL
development	I-HARD SKILL
.	I-HARD SKILL

Skilled	O
in	O
reviewing	O
various	O
project	O
related	O
document	O
like	O
BRD	B-HARD SKILL
,	O
FRD	B-HARD SKILL
,	O
Use	B-HARD SKILL
case	I-HARD SKILL
,	O
UML	B-HARD SKILL
diagram	I-HARD SKILL
.	O

Knowledge	O
of	O
different	O
RDBMS	B-DOMAIN
like	O
Oracle	B-HARD SKILL
,	O
Microsoft	B-HARD SKILL
SQL	I-HARD SKILL
Server	I-HARD SKILL
,	O
and	O
DB2	B-HARD SKILL
.	O

Performed	O
Manual	O
and	O
Automated	O
Testing	O
on	O
Windows	B-HARD SKILL
and	O
UNIX	B-HARD SKILL
platform	I-HARD SKILL
.	O

Experience	O
in	O
writing	B-HARD SKILL
Test	I-HARD SKILL
