-DOCSTART- -X- O O
Over	O
All	O
6	B-EXP
+	I-EXP
years	I-EXP
of	O
experience	O
in	O
IT	O
industry	O
,	O
with	O
the	O
focus	O
in	O
Quality	B-HARD SKILL
Assurance	I-HARD SKILL
and	O
Testing	B-HARD SKILL
of	I-HARD SKILL
Client	I-HARD SKILL
/	I-HARD SKILL
Server	I-HARD SKILL
,	O
Mainframe	B-HARD SKILL
and	I-HARD SKILL
Web	I-HARD SKILL
based	I-HARD SKILL
applications	I-HARD SKILL
.	O

Hands	O
on	O
experience	O
in	O
Mercury	O
/	O
HP	O
products	O
(	O
Quick	O
Test	O
Pro	O
,	O
Win	O
runner	O
,	O
Quality	O
Center	O
,	O
Load	O
runner	O
)	O
and	O
Rational	O
Tools	O
(	O
Manual	O
Tester	O
,	O
Functional	O
Tester	O
,	O
Test	O
Manager	O
,	O
Robot	O
,	O
Clear	O
Quest	O
and	O
RequisitePro	O
)	O
.	O

Expertise	O
in	O
creating	O
Test	O
Strategy	O
,	O
Test	O
Plan	O
,	O
Test	O
Scenario	O
,	O
Test	O
Summary	O
Report	O
,	O
Gap	O
Analysis	O
and	O
Traceability	O
Matrix	O
for	O
defined	O
business	O
processes	O
.	O

Extensive	O
Experience	O
in	O
using	O
Selenium	B-HARD SKILL
IDE	I-HARD SKILL
,	O
Selenium	B-HARD SKILL
Remote	I-HARD SKILL
control	I-HARD SKILL
(	I-HARD SKILL
RC	I-HARD SKILL
)	O
,	O
Selenium	B-HARD SKILL
Web	I-HARD SKILL
Driver	I-HARD SKILL
,	O
Selenium	B-HARD SKILL
Grid	I-HARD SKILL
,	O
Quick	B-HARD SKILL
Test	I-HARD SKILL
Pro	I-HARD SKILL
,	O
Performance	B-HARD SKILL
and	O
Reliability	O
Testing	O
using	O
Load	O
Runner	O
,	O
RPT	O
,	O
RFT	O
,	O
JAZZ	O
and	O
Defect	O
Reporting	O
by	O
Quality	O
Center	O
.	O

Experience	O
in	O
using	O
Open	O
Source	O
GUI	O
testing	O
tools	O
like	O
Selenium	O
,	O
SoapUI	B-HARD SKILL
,	O
Maveryx	B-HARD SKILL
.	O

Used	O
Selenium	O
Web	O
Driver	O
API	O
to	O
automate	O
tests	O
on	O
cross	O
browser	O
and	O
cross	O
platform	O
environment	O
.	O

Good	O
knowledge	O
of	O
Java	O
development	O
and	O
proven	O
experience	O
in	O
using	O
Java	O
for	O
Automation	O
.	O

Good	O
Experience	O
in	O
Web	O
Platform	O
Technologies	O
in	O
Web	O
forms	O
using	O
Java	B-HARD SKILL
,	O
Net	B-HARD SKILL
,	O
Webservices	B-HARD SKILL
,	O
XML	B-HARD SKILL
and	O
SOAP	B-HARD SKILL
UI	I-HARD SKILL
.	O

Tested	O
Web	O
Services	O
which	O
is	O
used	O
for	O
accessing	O
Remote	O
Applications	O
Using	O
SOAP	O
protocol	O
.	O

Manually	O
tested	O
the	O
application	O
functionality	O
and	O
developed	O
test	O
scripts	O
to	O
perform	O
functional	O
and	O
Regression	O
Testing	O
.	O

Experience	O
in	O
Bug	O
tracking	O
,	O
Root	O
Cause	O
Analysis	O
,	O
Defect	O
Analysis	O
and	O
Configuration	O
Management	O
and	O
Project	O
Documentation	O

Experience	O
in	O
Defect	O
tracking	O
tools	O
such	O
as	O
Rational	O
Clear	O
Quest	O
Navigator	O
,	O
Quality	O
Center	O
,	O
Test	O
Director	O
,	O
Defect	O
Tracking	O
System	O
and	O
PVCS	O
.	O

Implemented	O
JMeter	O
and	O
Rational	O
Functional	O
Tester	O
(	O
RFT	O
)	O
to	O
test	O
the	O
Performance	O
on	O
a	O
number	O
of	O
browser	O
based	O
systems	O
.	O
Configured	O
JMeter	O
to	O
place	O
various	O
loads	O
on	O
the	O
system	O
under	O
test	O
.	O
Created	O
RTF	O
Control	O
scripts	O
with	O
timers	O
to	O
gather	O
the	O
user	O
experience	O
metrics	O
.	O
Then	O
after	O
testing	O
was	O
completed	O
,	O
created	O
a	O
report	O
with	O
metrics	O
,	O
charts	O
and	O
analysis	O
for	O
management	O
.	O

Experienced	O
in	O
Data	O
conversion	O
,	O
SQL	O
scripting	O
in	O
DB2	O
,	O
Oracle	O
Database	O
.	O

Worked	O
with	O
claims	O
batch	O
process	O
,	O
external	O
claims	O
and	O
Pended	O
claims	O
in	O
Facets	O
.	O

Experience	O
in	O
Planning	O
and	O
Estimating	O
tests	O
and	O
Processes	O
,	O
scheduling	O
the	O
workflow	O
and	O
meeting	O
the	O
project	O
milestones	O
.	O

Quick	O
learner	O
and	O
a	O
self	O
-	O
starter	O
with	O
ability	O
to	O
coordinate	O
within	O
team	O
as	O
well	O
as	O
work	O
individually	O
.	O

Health	O
Care	O
Domain	O
Experience	O
:	O

Good	O
knowledge	O
on	O
different	O
modules	O
within	O
healthcare	O
(	O
Membership	O
,	O
billing	O
,	O
enrollment	O
,	O
claims	O
)	O
.	O

Experience	O
with	O
HIPAA	O
compliance	O
and	O
Healthcare	O
systems	O
.	O

Experience	O
providing	O
primary	O
analysis	O
for	O
business	O
processes	O
running	O
on	O
the	O
EDI	O
(	O
Electronic	O
Data	O
Interchange	O
)	O
standard	O
.	O

Experience	O
with	O
health	O
care	O
Systems	O
:	O
Medicare	O
Part	O
D	O
and	O
Medicaid	O
systems	O
.	O

Experience	O
in	O
Medicaid	O
Management	O
Information	O
System	O
(	O
MMIS	O
)	O
.	O
Expertise	O
in	O
various	O
subsystems	O
of	O
MMIS-	O
Claims	O
,	O
Provider	O
,	O
Recipient	O
,	O
Procedure	O
Drug	O
and	O
Diagnosis	O
(	O
PDD	O
)	O
,	O
Explanation	O
of	O
Benefits	O
(	O
EOB	O
)	O
.	O

Technical	O
Skills	O
:	O

Testing	O
Software	O
:	O
Load	B-HARD SKILL
Runner	I-HARD SKILL
,	O
QTP	B-HARD SKILL
,	O
Selenium	B-HARD SKILL
,	O
RFT	B-HARD SKILL

Bug	O
Reporting	O
Tools	O
:	O
HP	B-HARD SKILL
Quality	I-HARD SKILL
Center	I-HARD SKILL
,	O
Clear	B-HARD SKILL
Quest	I-HARD SKILL
,	O
ALM	B-HARD SKILL
QC	I-HARD SKILL
,	O
Rational	B-HARD SKILL
Quality	I-HARD SKILL
Manager	I-HARD SKILL

Document	O
Reporting	O
Tools	O
:	O
MS	B-HARD SKILL
Office	I-HARD SKILL
(	O
Word	O
,	O
Project	O
,	O
Power	O
Point	O
,	O
Excel	O
,	O
VISIO	O
)	O
,	O
Requisite	B-HARD SKILL
Pro	I-HARD SKILL

Databases	O
:	O
MS	B-HARD SKILL
Access	I-HARD SKILL
,	O
Oracle	B-HARD SKILL
,	O
DB2	B-HARD SKILL
,	O
MS	B-HARD SKILL
SQL	I-HARD SKILL
Server	I-HARD SKILL
,	O
Teradata	B-HARD SKILL

Programming	O
Languages	O
:	O
Java	B-HARD SKILL
,	O
Visual	B-HARD SKILL
Basic	I-HARD SKILL
,	O
SQL	B-HARD SKILL
,	O
VB	B-HARD SKILL
Script	I-HARD SKILL
,	O
MATLAB	B-HARD SKILL
,	O
SAS	B-HARD SKILL
,	O
R	B-HARD SKILL

